Iteration	Time	TimestepsSoFar	TimestepsThisBatch	fps	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd
5	0.15800835291544596	25870	5174	2700.8693897230373	-1639.9803	114.39142	-1433.1355	-1857.3195	199.0	0.0
6	0.18860784769058228	31044	5174	2818.5418168065203	-1714.089	97.17929	-1537.9358	-1863.8262	199.0	0.0
7	0.21901702483495075	36218	5174	2836.1525484798826	-1728.5087	86.091484	-1515.2578	-1866.3303	199.0	0.0
8	0.25069230000178017	41392	5174	2722.7535736461623	-1714.5027	100.66605	-1459.5347	-1841.5618	199.0	0.0
9	0.2810149312019348	46566	5174	2844.2619344541313	-1710.5763	83.9176	-1504.3672	-1841.8901	199.0	0.0
10	0.3117326021194458	51740	5174	2807.7629368488683	-1724.3651	78.58896	-1513.6404	-1828.2941	199.0	0.0
11	0.34247527122497556	56914	5174	2805.477261447876	-1690.7715	74.13499	-1539.6792	-1793.6127	199.0	0.0
12	0.37260058720906575	62088	5174	2863.140614342216	-1673.2936	74.83472	-1414.9075	-1772.759	199.0	0.0
13	0.4026801347732544	67262	5174	2867.8743990221806	-1621.7733	78.64956	-1427.4541	-1734.7601	199.0	0.0
14	0.4348002433776855	72436	5174	2685.128773859682	-1629.3458	72.26306	-1435.0945	-1725.5063	199.0	0.0
15	0.4658039410909017	77610	5174	2781.930620591487	-1536.9896	95.48931	-1325.6489	-1693.5459	199.0	0.0
16	0.49625961780548095	82784	5174	2832.0881907849234	-1576.8275	98.592064	-1333.2957	-1665.5398	199.0	0.0
17	0.5282086253166198	87958	5174	2699.6107941992523	-1579.6682	84.458534	-1331.5088	-1656.0432	199.0	0.0
18	0.559210201104482	93132	5174	2782.085045824032	-1477.2749	179.7228	-930.70886	-1641.864	199.0	0.0
19	0.5907526175181071	98306	5174	2734.257862777891	-1473.9208	119.748024	-1109.758	-1623.4751	199.0	0.0
20	0.6215004682540893	103480	5174	2804.8956385509687	-1419.1648	206.93518	-951.04205	-1641.6125	199.0	0.0
21	0.7641869187355042	108654	5174	604.372023956397	-1394.5338	219.38103	-1025.7504	-1638.3647	199.0	0.0
22	0.7946116010348002	113828	5174	2834.957681507175	-1432.5768	230.98637	-903.3724	-1652.9592	199.0	0.0
23	0.8254879911740621	119002	5174	2793.231281862768	-1544.1399	95.64637	-1249.735	-1647.3578	199.0	0.0
24	0.8567960898081461	124176	5174	2754.8091828796937	-1563.3911	76.08815	-1352.4529	-1655.4182	199.0	0.0
25	0.8878638466199239	129350	5174	2776.1294727966847	-1554.0487	78.79954	-1314.3367	-1664.0437	199.0	0.0
26	0.9187909324963888	134524	5174	2788.746246956501	-1579.8912	52.752712	-1469.1553	-1662.7101	199.0	0.0
27	0.9501779754956563	139698	5174	2747.9602261546743	-1589.5763	55.062077	-1477.0686	-1659.403	199.0	0.0
28	0.9805328210194906	144872	5174	2841.481850196823	-1587.485	43.44638	-1474.2654	-1665.9548	199.0	0.0
29	1.0112637758255005	150046	5174	2806.559199188967	-1583.199	51.39241	-1467.5972	-1653.6663	199.0	0.0
